"ID","City","State","Latitude (º)","Longitude (º)","Altitude (m)","Annual mean dry bulb temperature (ºC)","Annual mean dew point temperature (ºC)","Annual mean relative humidity (%)","Annual mean atmospheric pressure (Pa)","Annual mean global horizontal radiation (Wh/m²)","Annual mean direct normal radiation (Wh/m²)","Annual mean diffuse horizontal radiation (Wh/m²)","Annual mean wind speed (m/s)"
"_PR_Cidade Gaucha","Cidade Gaúcha","PR",-23.36,-52.93,381,22.8206621004566,15.7752853881279,67.4568493150685,97126.5385844749,201.670662100457,81.5974885844749,91.7421232876712,1.9737100456621
"_PR_Clevelandia","Clevelândia","PR",-26.42,-52.35,980,17.5685273972603,12.9849429223744,76.6198630136986,90633.6856164383,191.416095890411,75.5269406392694,88.315296803653,2.90779680365297
"_PR_Curitiba","Curitiba","PR",-25.43,-49.27,924,17.3807762557078,13.2465639269406,78.7359589041096,91207.6807077626,170.186872146119,58.9694063926941,88.3194063926941,2.17747716894977
"_PR_Diamante do Norte","Diamante do Norte","PR",-22.64,-52.89,362,22.7949771689498,16.2388584474886,69.3066210045662,97095.1744292237,216.12602739726,94.0171232876712,90.6052511415525,2.95127853881279
"_PR_Dois Vizinhos","Dois Vizinhos","PR",-25.69,-53.09,520,20.0176484018265,14.5752054794521,73.415296803653,95112.6278538813,204.886073059361,87.4149543378995,88.2086757990868,2.76511415525114
"_PR_Foz do Iguacu-Cataratas Intl AP","Foz do Iguaçu-Cataratas Intl AP","PR",-25.6,-54.48,231,21.5412899543379,17.3958904109589,79.5086757990868,98522.701369863,184.659246575342,71.3124429223744,87.1195205479452,2.71736301369863
"_PR_General Carneiro","General Carneiro","PR",-26.4,-51.35,1018,15.8416095890411,12.8493835616438,84.422602739726,90305.2832191781,159.014269406393,55.1357305936073,82.0962328767123,1.36051369863014
"_PR_Ibaiti","Ibaiti","PR",-23.77,-50.18,930,20.2146689497717,14.5773287671233,72.3474885844749,90707.7942922374,197.6649543379,78.7488584474886,90.566894977169,2.54585616438356
"_PR_Icaraima","Icaraíma","PR",-23.4,-53.61,385,22.415399543379,15.8702397260274,69.6215753424657,96968.4657534247,205.317237442922,89.7143835616438,85.7922374429224,3.06945205479452
"_PR_Ilha do Mel","Ilha do Mel","PR",-25.57,-48.32,1,21.0625228310502,18.3938242009132,85.0813926940639,101521.204680365,168.952283105023,62.5576484018265,83.4888127853881,2.69659817351598
"_PR_Inacio Martins","Inácio Martins","PR",-25.57,-51.08,1260,16.2895319634703,12.9451369863014,82.1972602739726,88118.4885844749,178.762442922374,67.7099315068493,86.1594748858447,2.68655251141553
"_PR_Ivai","Ivaí","PR",-25.01,-50.86,808,19.090502283105,14.6735844748858,77.9712328767123,92430.0140410959,185.254566210046,69.1783105022831,89.550799086758,1.77785388127854
"_PR_Joaquim Tavora","Joaquim Távora","PR",-23.5,-49.9,522,20.5111301369863,15.3140182648402,74.3143835616438,95561.5399543379,202.808561643836,81.5883561643836,91.6102739726027,2.78029680365297
"_PR_Londrina","Londrina","PR",-23.38,-51.18,566,21.8308105022831,16.8375570776256,76.9772831050228,94708,171.541780821918,52.9037671232877,96.5357305936073,2.33082191780822
"_PR_Marechal Candido Rondon","Marechal Cândido Rondon","PR",-24.56,-54.06,392,21.4030707762557,15.5574429223744,72.0905251141553,96793.801369863,202.553196347032,83.3640410958904,90.07899543379,3.35662100456621
"_PR_Maringa","Maringá","PR",-23.42,-51.94,542,23.0270319634703,15.5923744292237,65.5348173515982,95206.998173516,206.787557077626,83.8761415525114,92.4099315068493,2.23294520547945
"_PR_Nova Fatima","Nova Fátima","PR",-23.43,-50.56,668,20.7706392694064,14.7581849315068,70.8618721461187,93848.4230593607,210.764611872146,88.9550228310502,90.1300228310502,3.12917808219178
"_PR_Nova Tebas","Nova Tebas","PR",-24.44,-51.94,654,20.2017351598174,14.7218835616438,72.9328767123288,93957.8005707762,211.787442922374,91.0075342465753,90.0215753424658,0
"_PR_Paranapoema","Paranapoema","PR",-22.49,-52.13,311,22.8675114155251,16.4039726027397,69.7915525114155,97761.0413242009,212.484589041096,90.1570776255708,91.685502283105,3.012899543379
"_PR_Planalto","Planalto","PR",-25.72,-53.75,346,21.3246689497717,15.5246118721461,71.9700913242009,96760.5460045662,198.66700913242,82.063698630137,88.4784246575342,2.92912100456621
"_RJ_Arraial do Cabo","Arraial do Cabo","RJ",-22.97,-42.03,4,22.9305479452055,20.002796803653,83.6455479452055,101512.113584475,199.573287671233,86.2420091324201,84.666894977169,3.77474885844749
"_RJ_Cambuci","Cambuci","RJ",-21.58,-41.91,35,23.3041210045662,18.6172716894977,76.552397260274,100905.625684932,195.650228310502,78.7244292237443,91.1882420091324,2.4560502283105
"_RJ_Campos dos Goytacazes","Campos dos Goytacazes","RJ",-21.75,-41.32,25,24.0134703196347,20.1574429223744,80.5262557077626,101231.082191781,200.388584474886,81.8086757990868,92.3938356164384,3.10944063926941
"_RJ_Duque de Caxias-Xerem","Duque de Caxias-Xerém","RJ",-22.57,-43.3,0,23.0534703196347,19.0604223744292,80.3283105022831,101221.893949772,167.082648401826,59.2937214611872,87.6751141552511,0.912853881278539
"_RJ_Farol de Sao Tome","Farol de São Tomé","RJ",-22.04,-41.05,4,23.7887785388128,19.8755136986301,79.1779680365297,101495.142123288,212.717808219178,95.1868721461187,85.787100456621,3.78567351598174
"_RJ_Macae","Macaé","RJ",-22.37,-41.79,32,23.5709817351598,20.0995662100457,81.9227168949772,101152.658105023,196.878881278539,83.1103881278539,88.5610730593607,2.42450913242009
"_RJ_Niteroi","Niterói","RJ",-22.91,-43.13,13,21.9460273972603,17.774497716895,77.5383561643836,101461.498287671,181.463812785388,69.8625570776256,87.2098173515982,1.79505707762557
"_RJ_Paraty","Paraty","RJ",-23.22,-44.71,4,22.0119292237443,18.9000570776256,83.4944063926941,101478.960159817,180.613242009132,72.1872146118722,83.4785388127854,1.60398401826484
"_RJ_Petropolis-Pico do Couto","Petrópolis-Pico do Couto","RJ",-22.46,-43.3,1777,13.6024885844749,11.7637785388128,89.5131278538813,82705.0057077626,171.149543378995,59.6684931506849,88.6214611872146,4.69872146118721
"_RJ_Resende","Resende","RJ",-22.47,-44.45,440,20.7014611872146,16.9339726027397,81.2889269406393,96498.8613013699,173.443721461187,65.5222602739726,86.4231735159817,1.80549086757991
"_RJ_Rio de Janeiro-Vila Militar","Rio de Janeiro-Vila Militar","RJ",-22.86,-43.41,45,23.1511529680365,18.6915867579909,78.2881278538813,101211.732876712,181.588470319635,72.8231735159817,84.0939497716895,1.36852739726027
"_RJ_Teresopolis","Teresópolis","RJ",-22.41,-42.97,980,17.8371347031963,14.9137442922374,84.4019406392694,90768.2819634703,168.79098173516,67.462100456621,80.5844748858448,0.999132420091324
"_RJ_Valenca","Valença","RJ",-22.25,-43.7,367,22.1445205479452,17.5551826484018,77.3206621004566,97399.8681506849,193.98801369863,82.4261415525114,87.7791095890411,1.51825342465753
"_RN_Apodi","Apodi","RN",-5.63,-37.83,150,26.7620890410959,20.3271461187215,71.0969178082192,99730.5559360731,253.845776255708,126.957305936073,94.2914383561644,2.59901826484018
"_RN_Caico","Caicó","RN",-6.46,-37.1,170,27.7742237442922,18.2363470319635,59.872602739726,99243.3247716895,253.290410958904,127.077739726027,95.0068493150685,3.1274200913242
"_RN_Macau","Macau","RN",-5.11,-36.63,3,26.9024315068493,21.3856506849315,72.8220319634703,101147.059474886,233.880136986301,106.727625570776,101.207420091324,4.2250799086758
"_RN_Mossoro","Mossoró","RN",-5.19,-37.34,36,26.7114155251142,20.9638470319635,72.3116438356164,100861.835045662,250.780479452055,125.020547945205,93.952397260274,3.31834474885845
"_RN_Natal","Natal","RN",-5.8,-35.21,49,26.9024315068493,21.3859246575342,72.8211187214612,101147.059474886,233.906164383562,106.741666666667,101.053652968037,4.22530821917808
"_RN_Touros","Touros","RN",-5.16,-35.49,17,26.8405936073059,22.2895776255708,76.3595890410959,101089.037442922,254.870776255708,133.600228310502,90.6139269406393,6.5749200913242
"_RO_Ariquemes","Ariquemes","RO",-9.95,-62.96,140,25.6323744292237,21.8870433789954,82.0260273972603,99550.4374429224,194.320547945205,73.5680365296804,101.001598173516,1.36214611872146
"_RO_Cacoal","Cacoal","RO",-11.45,-61.43,210,26.1465525114155,20.6336757990868,74.5923515981735,98903.3692922374,192.938356164384,71.1313926940639,102.126369863014,1.27608447488584
"_RO_Porto Velho","Porto Velho","RO",-8.76,-63.9,95,25.9324315068493,22.4503424657534,82.6420091324201,100065.71347032,172.9149543379,57.6811643835616,99.7520547945205,1.40342465753425
"_RO_Vilhena","Vilhena","RO",-12.73,-60.16,590,24.2147488584475,18.9584817351598,74.7345890410959,94614.3316210046,187.798630136986,69.425,99.8465753424658,1.78617579908676
"_RR_Boa Vista","Boa Vista","RR",2.8,-60.65,90,27.0112214611872,22.1649885844749,76.5036529680365,100400.52739726,188.214497716895,72.034703196347,100.598287671233,1.52278538812785
"_RS_Alegrete","Alegrete","RS",-29.78,-55.79,121,19.1552283105023,13.6289269406393,73.2297945205479,100036.473858447,199.464611872146,83.8977168949772,85.2707762557078,2.53103881278539
"_RS_Bage","Bagé","RS",-31.33,-54.11,230,17.6299429223744,12.9386757990868,76.599200913242,98885.5339041096,194.111187214612,78.8133561643836,84.9058219178082,3.51699771689498
"_RS_Bento Goncalves","Bento Gonçalves","RS",-29.17,-51.52,640,17.1763242009132,12.8862442922374,77.6049086757991,94392.3641552511,183.191438356164,72.201598173516,83.8316210045662,2.83890410958904
"_RS_Cacapava do Sul","Caçapava do Sul","RS",-30.51,-53.49,420,17.5959474885845,13.2874200913242,77.9236301369863,96604.6221461187,193.262328767123,79.4449771689498,84.100799086758,3.93393835616438
"_RS_Camaqua","Camaquã","RS",-30.81,-51.83,108,17.920696347032,14.6474543378995,82.8211187214612,100473.580593607,172.40799086758,64.0672374429224,82.8085616438356,1.66263698630137
"_RS_Canela AP","Canela AP","RS",-29.37,-50.83,830,15.6426826484018,12.8318607305936,84.5700913242009,92052.6165525114,166.458904109589,60.8361872146119,81.3884703196347,2.87319634703196
"_RS_Cangucu","Canguçu","RS",-31.41,-52.7,464,16.2460502283105,13.1299543378995,83.3611872146119,96211.4726027397,168.742922374429,60.4956621004566,80.613698630137,5.1484703196347
"_RS_Chui","Chuí","RS",-33.74,-53.37,26,17.2418150684931,13.5724086757991,79.7747716894977,101350.974086758,186.978767123288,72.702397260274,82.3860730593607,3.71060502283105
"_RS_Cruz Alta","Cruz Alta","RS",-28.6,-53.67,432,18.5739383561644,13.2320547945205,74.0360730593607,96504.9269406393,201.109360730594,84.4361872146119,86.2182648401827,3.37527397260274
"_RS_Erechim","Erechim","RS",-27.63,-52.27,765,17.4528310502283,12.669703196347,75.8558219178082,92690.427739726,194.579337899543,79.4593607305936,86.4829908675799,2.18946347031963
"_RS_Frederico Westphalen","Frederico Westphalen","RS",-27.4,-53.43,490,19.2537442922374,13.8200456621005,73.3176940639269,95785.845890411,193.106506849315,78.8380136986301,85.9376712328767,2.00022831050228
"_RS_Jaguarao","Jaguarão","RS",-32.57,-53.38,47,17.8608789954338,13.7328538812785,78.7115296803653,101201.813584475,180.570890410959,67.7697488584475,83.62899543379,2.85618721461187
"_RS_Lagoa Vermelha","Lagoa Vermelha","RS",-28.22,-51.51,842,16.6194178082192,12.0912214611872,77.025799086758,92053.9188356164,185.408105022831,71.1573059360731,87.2053652968036,3.36263698630137
"_RS_Mostardas","Mostardas","RS",-31.25,-50.91,10,18.8712214611872,15.164897260274,79.583105022831,101523.607420091,199.57899543379,82.6167808219178,83.5711187214612,5.90738584474886
"_RS_Palmeira das Missoes","Palmeira das Missões","RS",-27.92,-53.32,642,18.3718150684932,13.132796803653,74.1186073059361,94401.2456621005,191.786301369863,77.109703196347,86.3728310502283,2.64719178082192
"_RS_Passo Fundo","Passo Fundo","RS",-28.26,-52.41,684,17.5004566210046,12.9122374429224,76.9051369863014,93687.3256849315,190.474771689498,77.4946347031964,84.6657534246575,3.61385844748858
"_RS_Porto Alegre","Porto Alegre","RS",-30.03,-51.23,47,20.0268607305936,14.9343607305936,74.0099315068493,100990.147031963,174.789269406393,66.5236301369863,82.6369863013699,1.54783105022831
"_RS_Quarai","Quaraí","RS",-30.37,-56.44,124,19.0513356164384,12.7076141552511,70.5215753424658,100060.269977169,196.570662100457,81.9170091324201,84.2079908675799,3.15813926940639
"_RS_Rio Pardo","Rio Pardo","RS",-29.87,-52.38,111,18.7920319634703,14.4579680365297,77.9412100456621,100252.387785388,185.835730593607,76.121803652968,81.2078767123288,2.86584474885845
"_RS_Santa Maria","Santa Maria","RS",-29.68,-53.81,95,19.041894977169,14.1674315068493,75.7246575342466,100306.176940639,178.984817351598,70.9004566210046,80.9561643835616,2.06111872146119
"_RS_Santana do Livramento","Santana do Livramento","RS",-30.89,-55.53,328,17.5811757990868,12.0338127853881,72.6083333333333,97679.1710045662,176.228082191781,68.5212328767123,80.8969178082192,3.13125570776256
"_RS_Santiago","Santiago","RS",-29.19,-54.89,394,18.6252625570776,14.084200913242,77.0351598173516,96828.9256849315,188.41095890411,75.6391552511415,83.2465753424657,3.34001141552511
"_RS_Santo Augusto","Santo Augusto","RS",-27.85,-53.78,550,19.0480821917808,11.7616666666667,64.6478310502283,95671.428652968,179.521118721461,70.1295662100457,83.4609589041096,3.27931506849315
"_RS_Sao Borja","São Borja","RS",-28.66,-56,83,20.6626484018265,14.0410502283105,68.8310502283105,100417.996575342,199.575114155251,82.7063926940639,86.9025114155251,2.88202054794521
"_RS_Sao Gabriel","São Gabriel","RS",-30.34,-54.31,126,19.0750570776256,13.22600456621,71.577397260274,100157.700913242,195.753767123288,81.2551369863014,84.5119863013699,2.13648401826484
"_RS_Sao Jose dos Ausentes","São José dos Ausentes","RS",-28.75,-50.07,1244,13.8006621004566,11.1194520547945,85.3397260273973,87803.3898401826,175.470433789954,66.3504566210046,84.5632420091324,6.15667808219178
"_RS_Sao Luiz Gonzaga","São Luiz Gonzaga","RS",-28.41,-54.96,245,20.2639840182648,13.6441894977169,68.927397260274,98528.1826484018,204.13002283105,86.4501141552511,86.9936073059361,2.735
"_RS_Soledade","Soledade","RS",-28.85,-52.54,667,17.4010730593607,13.3053881278539,78.8079908675799,93875.9343607306,180.609589041096,71.4518264840183,81.4793378995434,4.29939497716895
"_RS_Torres","Torres","RS",-29.33,-49.73,5,18.8530821917808,15.7991780821918,82.9176940639269,101476.81130137,186.056050228311,76.4771689497717,82.2434931506849,2.89058219178082
"_RS_Tramandai","Tramandaí","RS",-30.01,-50.14,1,18.9701141552511,15.8963584474886,82.701598173516,101506.202625571,184.094178082192,75.0213470319635,81.291095890411,4.75132420091324
"_RS_Uruguaiana","Uruguaiana","RS",-29.75,-57.09,62,19.5500913242009,13.7331735159817,72.2512557077626,100537.826484018,195.651826484018,80.7481735159817,85.2578767123288,1.89864155251142
"_RS_Vacaria","Vacaria","RS",-28.51,-50.88,986,15.6436529680365,12.2256164383562,82.1937214611872,90578.0011415525,174.522716894977,64.4963470319635,84.8827625570776,3.64009132420091
"_SC_Ararangua","Araranguá","SC",-28.93,-49.5,12,19.3691324200913,16.319703196347,82.8740867579909,101435.026255708,164.125570776256,58.2253424657534,82.9398401826484,2.14504566210046
"_SC_Cacador","Caçador","SC",-26.82,-50.84,952,16.4622146118721,11.714897260274,75.6310502283105,90916.5205479452,175.31404109589,63.6389269406393,87.2227168949772,1.88229452054795
"_SC_Curitibanos AP","Curitibanos AP","SC",-27.29,-50.6,982,16.0881849315068,12.3188584474886,80.1068493150685,90562.9729452055,178.569863013699,65.6897260273973,87.5328767123288,3.32530821917808
"_SC_Dionisio Cerqueira","Dionísio Cerqueira","SC",-26.29,-53.63,810,19.2001141552511,14.1846461187215,74.6998858447489,92243.1244292237,183.222488584475,71.7035388127854,85.0310502283105,3.65157534246575
"_SC_Florianopolis","Florianópolis","SC",-27.6,-48.55,2,20.9125456621005,16.0982420091324,74.7576484018265,101610.956621005,172.390867579909,61.8377853881279,85.0458904109589,2.43010273972603
"_SC_Indaial","Indaial","SC",-26.92,-49.27,86,19.9567123287671,16.864897260274,83.6826484018265,100733.723744292,155.182191780822,51.7585616438356,83.3132420091324,1.08239726027397
"_SC_Itapoa","Itapoá","SC",-26.12,-48.62,2,19.9431164383562,17.5905707762557,87.0232876712329,101507.433219178,156.85605022831,52.4536529680365,83.9195205479452,1.32917808219178
"_SC_Ituporanga","Ituporanga","SC",-27.42,-49.65,484,18.1508447488584,15.107203196347,84.0859589041096,95982.5371004566,190.136872146119,71.3598173515982,93.2310502283105,1.28696347031963
"_SC_Joacaba-Santa Terezinha Muni AP","Joaçaba-Santa Terezinha Muni AP","SC",-27.17,-51.56,776,17.6192922374429,13.278801369863,77.4603881278539,92724.8567351598,184.167694063927,69.6018264840183,88.2430365296804,3.02181506849315
"_SC_Major Vieira","Major Vieira","SC",-26.4,-50.36,808,16.964703196347,14.1505251141553,85.0184931506849,92362.0734018265,156.476255707763,52.4852739726027,83.5964611872146,2.25166666666667
"_SC_Novo Horizonte","Novo Horizonte","SC",-26.41,-52.85,960,18.1019178082192,13.8478424657534,78.0383561643836,90718.4902968036,180.459931506849,69.3787671232877,85.5239726027397,3.61785388127854
"_SC_Rio Negrinho","Rio Negrinho","SC",-26.25,-49.58,869,16.4013584474886,13.6000570776256,85.2100456621005,91850.7642694064,169.917694063927,58.7449771689498,87.3259132420091,2.25813926940639
"_SC_Santa Marta","Santa Marta","SC",-28.6,-48.81,52,19.4295091324201,16.5503652968037,83.6783105022831,101032.01152968,189.949200913242,78.6187214611872,82.9993150684931,6.58301369863014
"_SC_Sao Joaquim","São Joaquim","SC",-28.28,-49.93,1410,13.6354223744292,10.4785388127854,82.5436073059361,86172.8070776256,181.093493150685,69.5906392694064,86.0058219178082,3.12384703196347
"_SC_Sao Miguel do Oeste AP","São Miguel do Oeste AP","SC",-26.78,-53.5,665,19.6526255707763,14.0831392694064,72.862899543379,93966.6609589041,190.365639269406,76.9899543378995,85.7066210045662,2.99946347031963
"_SC_Urubici","Urubici","SC",-28.13,-49.48,1810,10.8339840182648,8.98178082191781,89.1533105022831,82073.6124429224,151.372716894977,46.435502283105,86.5542237442922,7.37805936073059
"_SC_Urussanga","Urussanga","SC",-28.53,-49.32,48,19.6451369863014,16.1280136986301,81.8453196347032,101048.313356164,159.682876712329,56.2022831050228,81.7821917808219,0.756175799086758
"_SC_Xanxere","Xanxerê","SC",-26.94,-52.4,889,18.04,12.8232534246575,73.6005707762557,91512.4952054795,187.092465753425,72.976598173516,87.4092465753425,3.91017123287671
"_SE_Aracaju","Aracaju","SE",-10.91,-37.07,5,26.5290639269406,21.620502283105,74.6466894977169,101393.207191781,234.954566210046,111.317237442922,95.0417808219178,3.37937214611872
"_SE_Brejo Grande","Brejo Grande","SE",-10.47,-36.48,10,26.3089383561644,21.8912557077626,77.4200913242009,101309.925228311,223.994520547945,101.071118721461,100.510273972603,1.52771689497717
"_SE_Carira","Carira","SE",-10.4,-37.75,308,24.1775684931507,19.7181164383562,78.6611872146119,98069.4158675799,218.883904109589,89.5618721461187,106.549657534247,2.95583333333333
"_SE_Itabaianinha","Itabaianinha","SE",-11.27,-37.79,208,24.6030821917808,20.7932305936073,80.8323059360731,99023.3966894977,217.725114155251,87.8881278538813,106.222716894977,2.88485159817352
"_SE_Poco Verde","Poço Verde","SE",-10.74,-38.11,362,24.0070547945205,19.1693264840183,76.7828767123288,97212.6940639269,210.886415525114,81.984703196347,108.486301369863,3.52245433789954
"_SP_Ariranha","Ariranha","SP",-21.13,-48.84,525,22.1872831050228,15.8884246575342,71.2127853881279,95388.4730593607,193.198744292237,70.2227168949772,96.22100456621,1.83761415525114
"_SP_Avare","Avaré","SP",-23.1,-48.93,654,19.5937214611872,14.6510730593607,75.5232876712329,92839.7174657534,202.007876712329,80.6131278538813,92.0437214611872,2.20090182648402
"_SP_Bauru","Bauru","SP",-22.32,-49.06,550,20.8411301369863,15.1582305936073,72.8063926940639,94297.3019406393,196.689611872146,78.7631278538813,90.9964611872146,1.6925799086758
"_SP_Campinas","Campinas","SP",-22.82,-47.06,640,22.0403881278539,16.5094863013699,73.8922374429224,94755.0407534247,176.926484018265,56.7826484018265,98.7401826484018,2.17942922374429
"_SP_Campos do Jordao","Campos do Jordão","SP",-22.74,-45.59,1642,15.3126940639269,11.6597945205479,80.4727168949772,83698.203652968,191.783219178082,73.5311643835616,91.9143835616438,2.04797945205479
"_SP_Casa Branca","Casa Branca","SP",-21.77,-47.09,730,21.3831621004566,14.8990410958904,69.9202054794521,93266.0998858447,205.288926940639,86.3535388127854,89.5038812785388,1.54334474885845
"_SP_Franca","Franca","SP",-20.54,-47.4,1026,20.9624086757991,13.5910273972603,65.661301369863,90378.3984018265,204.890068493151,83.8566210045662,92.2533105022831,1.93933789954338
"_SP_Ibitinga","Ibitinga","SP",-21.86,-48.8,492,21.913196347032,15.9322260273973,72.3618721461187,95741.4474885845,216.903310502283,92.1206621004566,93.434703196347,2.21196347031963
"_SP_Iguape","Iguape","SP",-24.71,-47.56,3,21.1033789954338,18.6453082191781,86.4673515981735,101526.034474886,173.523059360731,61.8051369863014,89.0529680365297,1.53407534246575
"_SP_Itapeva","Itapeva","SP",-23.98,-48.88,707,19.1084589041096,14.4133904109589,76.2159817351598,93126.5827625571,189.094178082192,70.7414383561644,91.7313926940639,2.96442922374429
"_SP_Itapira","Itapira","SP",-22.42,-46.81,633,21.2238926940639,15.2638356164384,72.0239726027397,94290.997716895,190.818264840183,71.0436073059361,95.4635844748858,1.31278538812785
"_SP_Ituverava","Ituverava","SP",-20.36,-47.78,600,22.2747945205479,15.0897602739726,67.8134703196347,94463.1461187215,214.12100456621,90.6447488584475,92.0146118721461,1.69078767123288
"_SP_Jales","Jales","SP",-20.27,-50.55,457,23.9090182648402,16.0579337899543,65.6216894977169,96115.5547945205,212.176598173516,87.3738584474886,93.5634703196347,2.67779680365297
"_SP_Jose Bonifacio","José Bonifácio","SP",-21.1,-49.92,405,22.918401826484,16.2102853881279,69.8200913242009,96628.7420091324,202.852397260274,78.9329908675799,95.6051369863014,2.26318493150685
"_SP_Lins","Lins","SP",-21.68,-49.74,459,22.8298744292237,15.4842237442922,66.6385844748858,96166.8230593607,217.842922374429,93.9852739726027,92.1107305936073,1.99181506849315
"_SP_Ourinhos","Ourinhos","SP",-22.98,-49.87,448,20.9195890410959,15.8739840182648,75.5336757990868,96337.9200913242,205.293607305936,82.9916666666667,92.2799086757991,1.79504566210046
"_SP_Piracicaba","Piracicaba","SP",-22.73,-47.65,573,20.9199315068493,15.4958561643836,74.0183789954338,95042.3356164384,204.823515981735,85.4323059360731,90.3036529680365,2.2715296803653
"_SP_Presidente Prudente","Presidente Prudente","SP",-22.13,-51.39,436,23.7791324200913,15.2123401826484,61.6159817351598,95692.3242009132,195.827739726027,80.3937214611872,87.6826484018265,2.03896118721461
"_SP_Rancharia","Rancharia","SP",-22.37,-50.97,350,21.3775456621005,15.982899543379,75.1842465753425,96854.1997716895,201.019178082192,79.9917808219178,91.9059360730594,1.92783105022831
"_SP_Sao Carlos","São Carlos","SP",-22.02,-47.89,863,20.286997716895,14.1957420091324,70.8301369863014,91914.3127853881,193.891210045662,72.7866438356164,93.9977168949772,2.29534246575342
"_SP_Sao Luis do Paraitinga","São Luís do Paraitinga","SP",-23.23,-45.42,874,19.7109703196347,15.4679223744292,77.5748858447489,91848.8214611872,201.091210045662,84.3600456621005,87.7582191780822,1.52635844748858
"_SP_Sao Paulo","São Paulo","SP",-23.85,-46.64,792,19.5676255707763,13.8494748858447,71.7288812785388,92654.6849315069,167.630936073059,60.3090182648402,86.2744292237443,2.0833904109589
"_SP_Sorocaba","Sorocaba","SP",-23.5,-47.46,609,20.4378310502283,15.4749429223744,75.6550228310502,94652.9839041096,201.348744292237,80.5697488584475,91.4361872146119,2.53086757990868
"_SP_Taubate","Taubaté","SP",-23.03,-45.56,571,20.7042922374429,15.7045776255708,75.6817351598174,95017.1488584475,200.606735159817,84.3872146118722,88.325,1.93554794520548
"_SP_Valparaiso","Valparaíso","SP",-21.32,-50.93,374,23.3086415525114,16.0170205479452,67.6277397260274,96960.9543378995,204.053310502283,81.1359589041096,93.978196347032,2.51505707762557
"_SP_Votuporanga","Votuporanga","SP",-20.42,-49.97,486,23.7334360730594,15.9541666666667,65.5973744292237,95861.8447488584,208.418835616438,85.1147260273973,93.1747716894977,2.02956621004566
"_TO_Araguaina","Araguaína","TO",-7.18,-48.22,226,25.1284931506849,20.7530821917808,79.1747716894977,98488.6055936073,208.609474885845,84.9856164383562,100.272831050228,0.904166666666667
"_TO_Araguatins","Araguatins","TO",-5.64,-48.11,117,27.0880365296804,21.2580365296804,72.9078767123288,99757.5639269406,205.11198630137,78.3246575342466,104.060616438356,1.46464611872146
"_TO_Dianopolis","Dianópolis","TO",-11.59,-46.85,732,24.2102739726027,17.3716210045662,68.8148401826484,93126.7871004566,208.152283105023,86.7224885844749,97.6601598173516,2.66102739726027
"_TO_Formoso do Araguaia","Formoso do Araguaia","TO",-11.78,-49.61,220,26.6317922374429,18.4517465753425,65.9965753424657,98671.5393835616,213.752397260274,91.2014840182648,96.6280821917808,1.86786529680365
"_TO_Gurupi","Gurupi","TO",-11.72,-49.08,287,25.8496232876712,18.6112557077626,69.4445205479452,97949.9127853881,220.834817351598,97.5449771689498,96.1202054794521,1.16753424657534
"_TO_Palmas","Palmas","TO",-10.17,-48.33,280,26.820605022831,19.1221803652968,65.8449771689498,97864.6044520548,186.349771689498,71.3229452054795,95.2756849315068,1.63675799086758
"_TO_Parana","Paranã","TO",-12.6,-47.87,280,25.9325684931507,17.8776141552511,66.5151826484018,97974.2488584475,221.290525114155,94.1138127853881,99.361301369863,1.48345890410959
"_TO_Pedro Afonso","Pedro Afonso","TO",-8.97,-48.17,189,26.3864726027397,21.2520205479452,76.5071917808219,98983.1187214612,210.128310502283,89.8792237442922,97.5018264840183,0.765936073059361
"_TO_Peixe","Peixe","TO",-12.02,-48.54,242,25.9189155251142,20.4263127853881,75.0231735159817,98279.877283105,219.693835616438,96.509703196347,96.9084474885845,0.987579908675799
